OG0013242	GO:0005515
OG0009829	GO:0004030;GO:0006081;GO:0055114;GO:0008152;GO:0016491
OG0005145	GO:0005515;GO:0007165
OG0005880	GO:0005509
OG0001434	GO:0006629
OG0006466	GO:0004843;GO:0005622;GO:0006511;GO:0016579
OG0007537	GO:0005216;GO:0006811;GO:0016020;GO:0055085;GO:0001518;GO:0005248;GO:0006814
OG0008285	GO:0005488
OG0022583	GO:0009507
OG0022058	GO:0000178;GO:0006396
OG0026117	GO:0003735;GO:0005840;GO:0006412
OG0021276	GO:0016702;GO:0046872;GO:0055114
OG0037453	GO:0003735;GO:0005840;GO:0006412
OG0022374	GO:0000774;GO:0006457;GO:0042803;GO:0051087
OG0014879	GO:0003918;GO:0005524;GO:0003677;GO:0006265
OG0006731	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0019843
OG0011688	GO:0004930;GO:0007186;GO:0016021
OG0000986	GO:0008270;GO:0005515;GO:0007165;GO:0042981
OG0003984	GO:0005488
OG0026822	GO:0009055;GO:0016020;GO:0016491;GO:0022904;GO:0005506;GO:0016021;GO:0020037;GO:0022900;GO:0045158;GO:0003735;GO:0005622;GO:0005840;GO:0006412
OG0009541	GO:0005515;GO:0007165
OG0008154	GO:0004672;GO:0005524;GO:0006468
OG0008037	GO:0005515
OG0016764	GO:0006464
OG0036295	GO:0005515
OG0006335	GO:0004672;GO:0005524;GO:0006468
OG0006457	GO:0005634
OG0023967	GO:0005230;GO:0006811;GO:0016021;GO:0005216;GO:0022848;GO:0045211
OG0015987	GO:0000287;GO:0003723;GO:0005524;GO:0006432
OG0026965	GO:0005319;GO:0006869
OG0008725	GO:0003899;GO:0006351;GO:0046983
OG0009614	GO:0003824
OG0022986	GO:0016021
OG0034140	GO:0003700;GO:0005634;GO:0006355;GO:0043565
OG0008479	GO:0008289
OG0012484	GO:0003924;GO:0005874;GO:0007017;GO:0000930;GO:0007020;GO:0031122
OG0018671	GO:0005515
OG0006439	GO:0006886;GO:0016192;GO:0030131;GO:0006810
OG0004191	GO:0018024
OG0035489	GO:0004930;GO:0007186;GO:0016021
OG0028726	GO:0006464
OG0025042	GO:0016021;GO:0055085;GO:0005215;GO:0006810
OG0025838	GO:0004930;GO:0007186;GO:0016021
OG0023381	GO:0008061
OG0027476	GO:0045454
OG0016104	GO:0003735;GO:0005840;GO:0006412
OG0017294	GO:0005813;GO:0007098
OG0037269	GO:0005634
OG0036312	GO:0004672;GO:0005524;GO:0006468
OG0028729	GO:0003677;GO:0006310;GO:0015074
OG0033220	GO:0016021
OG0024859	GO:0005515
OG0019949	GO:0008270
OG0032399	GO:0003924;GO:0005525;GO:0006886;GO:0006913;GO:0007165
OG0022832	GO:0005515
OG0017810	GO:0005634;GO:0045892
OG0011165	GO:0005515
OG0005739	GO:0003677;GO:0006303;GO:0000723;GO:0003684;GO:0005634;GO:0042162;GO:0043564;GO:0004003
OG0028870	GO:0006261
OG0006009	GO:0008654;GO:0016020;GO:0016780
OG0008677	GO:0016787
OG0027616	GO:0016021
OG0028935	GO:0004852;GO:0033014
OG0021190	GO:0000166;GO:0004812;GO:0005524;GO:0006418
OG0010845	GO:0003735;GO:0005840;GO:0006412
OG0029396	GO:0004001;GO:0006166
OG0012538	GO:0008146;GO:0016021
OG0005538	GO:0005096
OG0024958	GO:0003824;GO:0004553;GO:0005975
OG0035988	GO:0004930;GO:0007186;GO:0016021
OG0033025	GO:0003676
OG0030096	GO:0005515
OG0001519	GO:0005524
OG0015661	GO:0002161;GO:0005737;GO:0051499
OG0029753	GO:0005634;GO:0006355
OG0029674	GO:0006886;GO:0006888;GO:0030127
OG0032433	GO:0004930;GO:0007186;GO:0016021
OG0028648	GO:0005515
OG0025706	GO:0005272;GO:0006814;GO:0016020
OG0026999	GO:0005975;GO:0008184
OG0026228	GO:0005634;GO:0005515
OG0035934	GO:0003735;GO:0005840;GO:0006412;GO:0005622
OG0013256	GO:0006810;GO:0016021
OG0033597	GO:0005515;GO:0035556
OG0031771	GO:0016020;GO:0030001;GO:0046873;GO:0055085
OG0014249	GO:0003676
OG0031746	GO:0003677
OG0022533	GO:0016787
OG0028816	GO:0016021
OG0028731	GO:0004672;GO:0005524;GO:0006468
OG0026159	GO:0005515
OG0026911	GO:0005525;GO:0007267;GO:0007275;GO:0006508;GO:0008233
OG0026734	GO:0005524;GO:0006810;GO:0016021;GO:0042626;GO:0055085
OG0035725	GO:0005488
OG0021312	GO:0008270;GO:0009056
OG0014625	GO:0003677;GO:0003678;GO:0005524;GO:0005634;GO:0006270;GO:0042555
OG0011087	GO:0005515;GO:0003743;GO:0006413
OG0012465	GO:0046373;GO:0046556
OG0022001	GO:0003824;GO:0004132;GO:0006220;GO:0008270
OG0002715	GO:0003824;GO:0009058;GO:0030170;GO:0003870;GO:0033014
OG0004453	GO:0005515;GO:0007165
OG0011802	GO:0048037
OG0000139	GO:0006486;GO:0008378;GO:0016020
OG0019338	GO:0016491;GO:0055114
OG0008695	GO:0005509
OG0010948	GO:0005524;GO:0006457;GO:0006950;GO:0051082
OG0031419	GO:0008237;GO:0008270;GO:0005488;GO:0004463
OG0006435	GO:0016787
OG0000891	GO:0030414
OG0020758	GO:0016021;GO:0000166;GO:0005388;GO:0005524;GO:0016020;GO:0070588
OG0004783	GO:0004672;GO:0006468;GO:0004713
OG0005840	GO:0016491;GO:0055114;GO:0050660;GO:0045454
OG0006974	GO:0004553;GO:0005975
OG0035924	GO:0000278;GO:0000775;GO:0005634;GO:0007049
OG0020123	GO:0006812;GO:0015299;GO:0016021;GO:0055085
OG0010835	GO:0005515
OG0005243	GO:0003676
OG0001133	GO:0005515
OG0026993	GO:0005515;GO:0005509;GO:0004672;GO:0006468;GO:0004713
OG0028472	GO:0008138;GO:0016311
OG0023151	GO:0005515
OG0033935	GO:0003676
OG0005094	GO:0005509
OG0012148	GO:0035091
OG0018218	GO:0003700;GO:0006355
OG0028786	GO:0003676;GO:0030619
OG0029576	GO:0046872
OG0016307	GO:0003676
OG0024285	GO:0017174
OG0023551	GO:0005515
OG0002895	GO:0005249;GO:0006813;GO:0016020;GO:0005216;GO:0006811;GO:0055085
OG0001917	GO:0016020;GO:0051260
OG0032592	GO:0005515
OG0024131	GO:0005488
OG0018378	GO:0003824;GO:0005975;GO:0016810
OG0020537	GO:0003676
OG0033283	GO:0004252;GO:0006508
OG0012158	GO:0000334;GO:0005506;GO:0055114
OG0010736	GO:0016020;GO:0004222;GO:0006508;GO:0008237;GO:0008270
OG0018435	GO:0003677;GO:0008270
OG0033231	GO:0003735;GO:0005622;GO:0005840;GO:0006412
OG0004209	GO:0003777;GO:0005524;GO:0007018;GO:0008017
OG0033532	GO:0005515
OG0006416	GO:0005524
OG0034968	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0008097
OG0006793	GO:0006511
OG0026476	GO:0005488;GO:0003723;GO:0005515
OG0025493	GO:0005515;GO:0003677;GO:0004677;GO:0005524;GO:0005634;GO:0006303;GO:0005488;GO:0016301
OG0025303	GO:0005515
OG0002274	GO:0004623;GO:0006644;GO:0050482;GO:0005509;GO:0005576;GO:0016042
OG0002927	GO:0016192
OG0027780	GO:0006886;GO:0006888;GO:0008270;GO:0030127
OG0005595	GO:0005524;GO:0006139;GO:0019205;GO:0004017;GO:0016776
OG0032147	GO:0004620;GO:0009395;GO:0008152
OG0029600	GO:0005506;GO:0016226;GO:0051536
OG0030730	GO:0005509;GO:0005783;GO:0006457;GO:0051082;GO:0005515
OG0020730	GO:0003676
OG0002286	GO:0008746;GO:0015992;GO:0055114
OG0004400	GO:0004177;GO:0030145
OG0006353	GO:0004930;GO:0007186;GO:0016021
OG0022351	GO:0003777;GO:0005871;GO:0005515
OG0009107	GO:0006886;GO:0016192;GO:0030117;GO:0005488;GO:0008565;GO:0015031;GO:0016020;GO:0030131
OG0021228	GO:0051225;GO:0070652
OG0006551	GO:0016021;GO:0022857;GO:0055085
OG0031906	GO:0005509
OG0028979	GO:0005784;GO:0006886
OG0007515	GO:0006879;GO:0008199
OG0003476	GO:0005515;GO:0007165
OG0025119	GO:0005515
OG0014094	GO:0005743;GO:0005750;GO:0006122
OG0005125	GO:0005515;GO:0008081;GO:0004114;GO:0007165
OG0022133	GO:0008083
OG0006116	GO:0003677
OG0019513	GO:0005509
OG0032224	GO:0003735;GO:0005622;GO:0005840;GO:0006412
OG0034193	GO:0005515
OG0032474	GO:0008376;GO:0032580;GO:0016020;GO:0016757
OG0021845	GO:0006886;GO:0008536;GO:0005488
OG0007394	GO:0005515
OG0026726	GO:0003677;GO:0003824;GO:0008152
OG0007554	GO:0003723;GO:0004842
OG0025313	GO:0005509;GO:0005576
OG0027999	GO:0004601;GO:0006979;GO:0020037;GO:0055114
OG0028974	GO:0006812;GO:0015299;GO:0016021;GO:0055085;GO:0006814;GO:0006885;GO:0015385
OG0007614	GO:0005524
OG0025941	GO:0003735;GO:0005622;GO:0005840;GO:0006412
OG0004315	GO:0003676
OG0031324	GO:0004601;GO:0006979;GO:0020037;GO:0055114
OG0025136	GO:0006355;GO:0016747
OG0001819	GO:0005524;GO:0006810;GO:0016021;GO:0042626;GO:0055085;GO:0016887
OG0019504	GO:0005515
OG0005368	GO:0016020;GO:0030001;GO:0046873;GO:0055085
OG0014456	GO:0016021;GO:0022857;GO:0055085
OG0029123	GO:0003676;GO:0000398;GO:0003723;GO:0089701;GO:0046872
OG0016754	GO:0005515
OG0015683	GO:0004930;GO:0007186;GO:0016021
OG0016185	GO:0005515
OG0014539	GO:0004601;GO:0006979;GO:0020037;GO:0055114
OG0001016	GO:0008152;GO:0008168
OG0000473	GO:0005515
OG0017659	GO:0071203
OG0026578	GO:0003824;GO:0030170
OG0017807	GO:0003676;GO:0008270
OG0023768	GO:0003676
OG0031872	GO:0000975
OG0001263	GO:0005576;GO:0030414
OG0020088	GO:0004842
OG0034761	GO:0004672;GO:0006468;GO:0005525;GO:0003924;GO:0004713
OG0024804	GO:0005509;GO:0007156;GO:0016020
OG0022745	GO:0016021;GO:0016765;GO:0004659
OG0015257	GO:0005515
OG0015808	GO:0016788;GO:0006629
OG0029874	GO:0005515
OG0013451	GO:0005525;GO:0003924
OG0002713	GO:0003735;GO:0005622;GO:0005840;GO:0006412
OG0013175	GO:0004930;GO:0007186;GO:0016021
OG0010745	GO:0003824
OG0012467	GO:0008152;GO:0016627;GO:0055114;GO:0003997;GO:0005777;GO:0006635
OG0026337	GO:0004553;GO:0005975;GO:0003824;GO:0030246
OG0036528	GO:0003735;GO:0005622;GO:0005840;GO:0006412
OG0027791	GO:0005488;GO:0003723;GO:0005515
OG0029023	GO:0016021
OG0001477	GO:0008272;GO:0015116;GO:0016021
OG0011639	GO:0005634;GO:0051726
OG0032079	GO:0005515
OG0028837	GO:0004930;GO:0007186;GO:0016021
OG0000409	GO:0016021;GO:0055085
OG0008239	GO:0003676
OG0006939	GO:0005509
OG0027069	GO:0006784;GO:0016021;GO:0016627;GO:0055114
OG0027723	GO:0003774;GO:0016459;GO:0005524
OG0028929	GO:0005524;GO:0005515
OG0009325	GO:0005576;GO:0006030;GO:0008061
OG0034856	GO:0005525;GO:0003924
OG0014111	GO:0016616;GO:0055114;GO:0004450;GO:0006102
OG0010853	GO:0004930;GO:0007186;GO:0016021
OG0023698	GO:0008152;GO:0016746
OG0018699	GO:0003860
OG0037212	GO:0005515
OG0018278	GO:0005515
OG0015292	GO:0005515
OG0033037	GO:0016020;GO:0005044
OG0031987	GO:0003777;GO:0005524;GO:0007018;GO:0008017
OG0022572	GO:0045454;GO:0006662;GO:0015035
OG0023412	GO:0003676
OG0004566	GO:0003676
OG0028210	GO:0004930;GO:0007186;GO:0016021
OG0005773	GO:0004615;GO:0005737;GO:0009298
OG0018713	GO:0033743;GO:0055114
OG0002526	GO:0051015
OG0035165	GO:0042981
OG0004657	GO:0005515
OG0037101	GO:0003735;GO:0005622;GO:0005840;GO:0006412
OG0028922	GO:0003677
OG0035903	GO:0046982
OG0033443	GO:0005509
OG0002119	GO:0003723;GO:0003676
OG0003884	GO:0004930;GO:0007186;GO:0016021;GO:0004965
OG0006345	GO:0005524;GO:0016887;GO:0006810;GO:0016021;GO:0042626;GO:0055085
OG0030080	GO:0004930;GO:0007186;GO:0016021
OG0008898	GO:0005509;GO:0005783;GO:0006457;GO:0051082
OG0022029	GO:0005044;GO:0016020
OG0030377	GO:0005525;GO:0003924
OG0035002	GO:0009116
OG0000470	GO:0003333;GO:0015171;GO:0016020;GO:0006810;GO:0055085
OG0015124	GO:0005515;GO:0005525;GO:0003924
OG0005578	GO:0005515
OG0023433	GO:0003735;GO:0005622;GO:0005840;GO:0006412
OG0001660	GO:0055114;GO:0016491
OG0013007	GO:0003676
OG0033234	GO:0006508
OG0028655	GO:0005515
OG0008170	GO:0005515
OG0009379	GO:0005509;GO:0005515
OG0026242	GO:0003676;GO:0003723;GO:0005634;GO:0006397
OG0001739	GO:0008270;GO:0005515
OG0037360	GO:0046872
OG0007697	GO:0003774;GO:0005524;GO:0016459
OG0000474	GO:0000166;GO:0004819;GO:0005524;GO:0005737;GO:0006425;GO:0004812;GO:0006418;GO:0016876;GO:0043039;GO:0006412
OG0006463	GO:0004656;GO:0005783;GO:0016702;GO:0055114
OG0033858	GO:0005506;GO:0016705;GO:0020037;GO:0055114
OG0005517	GO:0005509;GO:0005544
OG0027119	GO:0005509;GO:0008270
OG0015242	GO:0005515
OG0000334	GO:0005525;GO:0007049;GO:0051301
OG0026315	GO:0005488
OG0014861	GO:0003824;GO:0051536
OG0003754	GO:0004867
OG0025279	GO:0016021
OG0018996	GO:0034464
OG0037264	GO:0046983
OG0028257	GO:0015631
OG0006876	GO:0005515
OG0012449	GO:0016021;GO:0016757
OG0004553	GO:0004842
OG0011560	GO:0005634;GO:0006260
OG0012930	GO:0016627;GO:0050660;GO:0055114;GO:0008152
OG0027440	GO:0007034
OG0008806	GO:0016021
OG0018228	GO:0016747
OG0005576	GO:0004930;GO:0007186;GO:0016021
OG0004397	GO:0004713;GO:0006468;GO:0004672
OG0015873	GO:0005515
OG0000939	GO:0005515
OG0025834	GO:0005085;GO:0007264
OG0000407	GO:0003824;GO:0008152
OG0018870	GO:0003824;GO:0005975;GO:0005515;GO:0005576;GO:0006030;GO:0008061
OG0022850	GO:0005515
OG0028543	GO:0003700;GO:0006355
OG0002196	GO:0005272;GO:0006814;GO:0016020
OG0028576	GO:0004930;GO:0007186;GO:0016021
OG0027147	GO:0004672;GO:0005524;GO:0006468
OG0005783	GO:0003735;GO:0005622;GO:0005840;GO:0006412
OG0016952	GO:0003700;GO:0006355;GO:0043565
OG0030543	GO:0045454
OG0025045	GO:0005515
OG0032249	GO:0005515
OG0015076	GO:0005525
OG0007563	GO:0005515
OG0031056	GO:0046782
OG0004260	GO:0005515;GO:0007165
OG0011312	GO:0000166;GO:0003677;GO:0003887;GO:0006260;GO:0008408
OG0016018	GO:0003676
OG0016506	GO:0006886;GO:0016192;GO:0005515
OG0021309	GO:0006950
OG0003417	GO:0005507;GO:0016491;GO:0055114
OG0034034	GO:0005085;GO:0007264
OG0018292	GO:0003676
OG0035665	GO:0004930;GO:0007186;GO:0016021;GO:0004965
OG0001172	GO:0006637;GO:0016790
OG0028258	GO:0003735;GO:0005622;GO:0005840;GO:0006412
OG0004186	GO:0008234
OG0027579	GO:0005515;GO:0045454
OG0009199	GO:0005524;GO:0015992;GO:0046034
OG0002339	GO:0006520;GO:0016829;GO:0003824;GO:0009072;GO:0016830
OG0023709	GO:0046872
OG0019756	GO:0003700;GO:0006355;GO:0043565
OG0018937	GO:0005515
OG0001196	GO:0004559;GO:0006013;GO:0003824;GO:0005975;GO:0030246
OG0021836	GO:0030246
OG0007732	GO:0015992;GO:0046034
OG0015554	GO:0005524;GO:0016887
OG0024226	GO:0003735;GO:0005622;GO:0005840;GO:0006412
OG0017526	GO:0005515
OG0010142	GO:0004784;GO:0006801;GO:0046872;GO:0055114
OG0032549	GO:0006508;GO:0008234
OG0010195	GO:0008146;GO:0016021
OG0019097	GO:0016491;GO:0055114
OG0017941	GO:0045454
OG0002284	GO:0016702;GO:0055114
OG0032038	GO:0005524
OG0007953	GO:0007154;GO:0016021
OG0014986	GO:0003676;GO:0005524
OG0026710	GO:0003723;GO:0005634;GO:0005737;GO:0006397
OG0020928	GO:0005515
OG0002496	GO:0005515
OG0021465	GO:0005515;GO:0000502;GO:0030234;GO:0042176
OG0032748	GO:0003824;GO:0008152
OG0023093	GO:0005509;GO:0005515
OG0010728	GO:0005515
OG0001993	GO:0003676;GO:0003723
OG0011355	GO:0003676;GO:0008270
OG0036402	GO:0003677;GO:0008270
OG0004421	GO:0005515
OG0001253	GO:0003700;GO:0006355;GO:0043565
OG0009299	GO:0006508;GO:0008234
OG0035107	GO:0005515
OG0012297	GO:0016491;GO:0055114
OG0034481	GO:0015031;GO:0016020
OG0017360	GO:0016746
OG0032627	GO:0003735;GO:0005622;GO:0005840;GO:0006412
OG0022069	GO:0003676;GO:0008270;GO:0000387;GO:0000398;GO:0005685
OG0029807	GO:0005525;GO:0003924
OG0003601	GO:0003677;GO:0006355
OG0027728	GO:0043565;GO:0003677
OG0024052	GO:0003810;GO:0018149
OG0019966	GO:0001733;GO:0005794;GO:0009247;GO:0016021
OG0003695	GO:0016021
OG0003235	GO:0005515
OG0028118	GO:0004672;GO:0005524;GO:0006468
OG0016589	GO:0016787
OG0014029	GO:0006950
OG0009932	GO:0016021;GO:0055085
OG0029151	GO:0048037;GO:0004733;GO:0008615;GO:0010181
OG0020369	GO:0006811;GO:0016021;GO:0005230
OG0022357	GO:0016020
OG0003384	GO:0004930;GO:0007186;GO:0016021
OG0034916	GO:0005515
OG0005292	GO:0005515;GO:0016491;GO:0055114
OG0013195	GO:0005509
OG0006387	GO:0006464;GO:0003824;GO:0005524
OG0004273	GO:0003676;GO:0005515
OG0025775	GO:0003676
OG0035538	GO:0016209;GO:0016491;GO:0055114;GO:0051920
OG0012233	GO:0005515
OG0013545	GO:0003676;GO:0003723
OG0016237	GO:0008152;GO:0016758
OG0031915	GO:0003824;GO:0004553;GO:0004348;GO:0006680;GO:0016020
OG0012321	GO:0003677;GO:0006310;GO:0015074
OG0032132	GO:0005515
OG0005416	GO:0004222;GO:0006508;GO:0008237;GO:0008270;GO:0005515
OG0020173	GO:0051920;GO:0055114;GO:0016209;GO:0016491
OG0037578	GO:0015078;GO:0015991;GO:0033179
OG0009320	GO:0003950
OG0004379	GO:0003676
OG0002791	GO:0005096
OG0014803	GO:0003676;GO:0008270
OG0014334	GO:0031110
OG0019049	GO:0003779;GO:0005622
OG0003584	GO:0005515
OG0020674	GO:0015074;GO:0003676
OG0023464	GO:0005509;GO:0007156;GO:0016020
OG0017117	GO:0046983
OG0033161	GO:0004122;GO:0005737;GO:0019343
OG0029892	GO:0004143;GO:0007205;GO:0005515;GO:0016301;GO:0035556;GO:0003951;GO:0008152
OG0031410	GO:0003676
OG0017609	GO:0005524;GO:0006810;GO:0016021;GO:0042626;GO:0055085;GO:0016887
OG0032885	GO:0006486;GO:0008417;GO:0016020
OG0023928	GO:0005515
OG0015229	GO:0005856
OG0022867	GO:0006811;GO:0016021;GO:0005216;GO:0005230
OG0022161	GO:0016627;GO:0055114;GO:0050660;GO:0008152
OG0033049	GO:0005515
OG0031128	GO:0046872;GO:0008270
OG0037575	GO:0003735;GO:0006412;GO:0015935;GO:0003723;GO:0005840
OG0004536	GO:0005215;GO:0006810;GO:0016020
OG0035659	GO:0005488
OG0024235	GO:0003735;GO:0005622;GO:0005840;GO:0006412
OG0003780	GO:0019915
OG0033188	GO:0004611;GO:0006094;GO:0017076
OG0030213	GO:0005515;GO:0005779;GO:0032403;GO:0045046
OG0008427	GO:0005524
OG0030063	GO:0005515
OG0027437	GO:0003676
OG0009866	GO:0006886;GO:0006888;GO:0008270;GO:0030127
OG0023104	GO:0005215;GO:0006810;GO:0016020
OG0015716	GO:0005975;GO:0016020;GO:0016758
OG0005494	GO:0003676
OG0028378	GO:0005737;GO:0006914
OG0015205	GO:0016779
OG0004187	GO:0005515;GO:0005622;GO:0008270;GO:0005509
OG0030442	GO:0005509;GO:0007155
OG0037405	GO:0003824;GO:0006596
OG0013156	GO:0007186;GO:0019236
OG0004222	GO:0006397
OG0036457	GO:0004222;GO:0006508;GO:0008237;GO:0008270
OG0028491	GO:0004222;GO:0006508;GO:0008237;GO:0008270
OG0010711	GO:0004930;GO:0007186;GO:0016021
OG0029162	GO:0003735;GO:0005840;GO:0006412;GO:0005622
OG0018284	GO:0004672;GO:0005524;GO:0006468
OG0019419	GO:0005515
OG0036914	GO:0008137;GO:0055114
OG0028431	GO:0004842;GO:0003676
OG0034625	GO:0005634;GO:0008270
OG0016303	GO:0003735;GO:0006412;GO:0015935;GO:0005840
OG0001399	GO:0005622;GO:0008270;GO:0046872;GO:0005515
OG0021923	GO:0004553;GO:0005576;GO:0005975;GO:0030248
OG0031043	GO:0005515
OG0036913	GO:0003735;GO:0005622;GO:0005840;GO:0006412
OG0031346	GO:0004781
OG0033824	GO:0004842;GO:0003676
OG0018540	GO:0015016;GO:0016787;GO:0008146
OG0029315	GO:0000930;GO:0007020;GO:0031122
OG0001544	GO:0003824;GO:0008152
OG0024683	GO:0016787
OG0022063	GO:0003677
OG0001945	GO:0006486;GO:0008375
OG0023836	GO:0005515
OG0032223	GO:0005515
OG0023505	GO:0005515;GO:0006364;GO:0032040
OG0003597	GO:0005509
OG0019403	GO:0003676
OG0017867	GO:0003676;GO:0008270;GO:0015074
OG0025677	GO:0016853
OG0022495	GO:0005838;GO:0005515
OG0031742	GO:0006486;GO:0008378;GO:0016020
OG0004985	GO:0046782
OG0029832	GO:0005515
OG0024646	GO:0005634
OG0007059	GO:0003677;GO:0003899;GO:0005634;GO:0006351
OG0031036	GO:0003676;GO:0015074
OG0002148	GO:0005515;GO:0007165
OG0000412	GO:0005509
OG0003246	GO:0006464
OG0007676	GO:0016491;GO:0055114
OG0008009	GO:0005515
OG0007109	GO:0004672;GO:0005524;GO:0006468;GO:0004674
OG0020323	GO:0003676
OG0000242	GO:0005515
OG0032602	GO:0035556
OG0003880	GO:0006811;GO:0016021;GO:0005230
OG0022824	GO:0005515
OG0035656	GO:0005044;GO:0016020
OG0008400	GO:0003896;GO:0006269
OG0033470	GO:0030246
OG0005731	GO:0005509
OG0006780	GO:0003676;GO:0008270
OG0012477	GO:0005515
OG0016085	GO:0003824
OG0000117	GO:0005515
OG0007833	GO:0003676
OG0023981	GO:0016307;GO:0046488
OG0019652	GO:0005515
OG0030059	GO:0005515
OG0018104	GO:0005515;GO:0008270
OG0015933	GO:0008654;GO:0016020;GO:0016780
OG0012453	GO:0005515;GO:0006396;GO:0000398;GO:0005634
OG0011097	GO:0003714;GO:0045892;GO:0003700;GO:0006355
OG0034236	GO:0046983;GO:0005515
OG0022506	GO:0001733;GO:0005794;GO:0009247;GO:0016021
OG0015239	GO:0005262;GO:0016020;GO:0070588;GO:0005216;GO:0006811;GO:0055085
OG0017233	GO:0003735;GO:0005840;GO:0006412;GO:0019843
OG0027383	GO:0006464
OG0030290	GO:0016579;GO:0036459
OG0017172	GO:0055085
OG0003527	GO:0006508
OG0007055	GO:0005230;GO:0006811;GO:0016021
OG0031013	GO:0003677;GO:0006310;GO:0015074
OG0003916	GO:0004571;GO:0005509;GO:0016020
OG0021361	GO:0005515
OG0003443	GO:0003774;GO:0005524;GO:0016459
OG0004805	GO:0004842
OG0013217	GO:0005515;GO:0005737;GO:0006886;GO:0007033
OG0023865	GO:0016020;GO:0016757
OG0031136	GO:0003993;GO:0016791
OG0014804	GO:0035091
OG0012407	GO:0008270
OG0032657	GO:0005515
OG0002935	GO:0003968
OG0006933	GO:0070567
OG0018637	GO:0003777;GO:0005524;GO:0007018;GO:0008017
OG0034016	GO:0016627;GO:0055114;GO:0008152;GO:0050660
OG0010756	GO:0000062;GO:0003824;GO:0008152
OG0008915	GO:0016021
OG0024222	GO:0008152;GO:0016491;GO:0055114
OG0017779	GO:0006950
OG0033734	GO:0016787;GO:0003993
OG0010658	GO:0003676
OG0031705	GO:0003743;GO:0006413;GO:0005515;GO:0005488
OG0034745	GO:0016491;GO:0055114
OG0019523	GO:0006464
OG0011647	GO:0005102
OG0033522	GO:0005515
OG0020829	GO:0003677
OG0005073	GO:0003677;GO:0006310;GO:0015074
OG0018549	GO:0005524
OG0007446	GO:0003723;GO:0003735;GO:0006412;GO:0015934
OG0016740	GO:0005215;GO:0006810;GO:0016020
OG0000903	GO:0004190;GO:0006508
OG0005886	GO:0005509
OG0024492	GO:0003677
OG0021176	GO:0003950
OG0005992	GO:0004046;GO:0005737;GO:0006520;GO:0008152;GO:0016787
OG0015769	GO:0005515;GO:0004364;GO:0005737;GO:0008152
OG0033458	GO:0005509;GO:0016020;GO:0007156
OG0001977	GO:0005515
OG0027401	GO:0004672;GO:0006468;GO:0004675;GO:0016020;GO:0004674;GO:0004872;GO:0007179;GO:0016021;GO:0043235;GO:0046872;GO:0004702;GO:0005524;GO:0007178
OG0019077	GO:0005515
OG0025050	GO:0000287;GO:0004427;GO:0005737;GO:0006796;GO:0005509
OG0037132	GO:0010181;GO:0016491;GO:0055114;GO:0003824
OG0000782	GO:0004672;GO:0005524;GO:0006468
OG0034353	GO:0003924;GO:0005525
OG0002010	GO:0005515
OG0022153	GO:0005515
OG0033720	GO:0008565;GO:0015031;GO:0030904;GO:0042147
OG0009445	GO:0004672;GO:0005524;GO:0006468
OG0033276	GO:0016627;GO:0055114;GO:0050660;GO:0008152
OG0013516	GO:0005515;GO:0005509
OG0032502	GO:0005515
OG0001276	GO:0005200;GO:0005525;GO:0005874;GO:0007017;GO:0003924
OG0011209	GO:0005506;GO:0016705;GO:0020037;GO:0055114;GO:0004497
OG0019172	GO:0006508;GO:0008236;GO:0004252
OG0021242	GO:0006464
OG0030587	GO:0005044;GO:0006955;GO:0030247
OG0011328	GO:0030008;GO:0048193
OG0022267	GO:0004672;GO:0006468;GO:0005524
OG0011370	GO:0004842
OG0037060	GO:0004252;GO:0006508
OG0009711	GO:0005622;GO:0008270
OG0023913	GO:0008168;GO:0032259
OG0014462	GO:0005515;GO:0005680;GO:0030071
OG0030981	GO:0003677;GO:0006310;GO:0015074;GO:0003676
OG0009910	GO:0008191
OG0027635	GO:0004842
OG0022030	GO:0003824
OG0014275	GO:0004584;GO:0006506
OG0001654	GO:0016715;GO:0055114;GO:0003824;GO:0005515;GO:0006518;GO:0016020;GO:0004497;GO:0005507
OG0035121	GO:0003723;GO:0003746;GO:0006452;GO:0043022;GO:0045901;GO:0045905
OG0000573	GO:0005179;GO:0005576
OG0030200	GO:0006511
OG0000624	GO:0005515
OG0003676	GO:0008746;GO:0015992;GO:0055114
OG0021273	GO:0003700;GO:0006355;GO:0003677;GO:0006357
OG0015757	GO:0005515;GO:0004970;GO:0016020
OG0000685	GO:0004672;GO:0005524;GO:0006468
OG0026795	GO:0008440
OG0001873	GO:0015074;GO:0003676
OG0021571	GO:0006508;GO:0008234
OG0017752	GO:0003824;GO:0008152;GO:0042819;GO:0042823
OG0035210	GO:0004252;GO:0070008;GO:0006508;GO:0008236
OG0023309	GO:0003676
OG0009933	GO:0003723;GO:0003676
OG0035040	GO:0005506;GO:0016705;GO:0020037;GO:0055114
OG0019796	GO:0003676;GO:0005524
OG0035548	GO:0004970;GO:0016020;GO:0004872;GO:0005216;GO:0006811;GO:0005234
OG0001117	GO:0003777;GO:0005524;GO:0007018;GO:0008017
OG0020336	GO:0003824;GO:0008152
OG0030437	GO:0008080
OG0006160	GO:0016021;GO:0000166
OG0002951	GO:0003676
OG0003402	GO:0005515
OG0009843	GO:0005515
OG0020685	GO:0005515
OG0016965	GO:0005524;GO:0003824
